id,original_language,spoken_languages
43919,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
50241,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
20526,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
49684,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
54178,zh,"[{'iso_639_1': 'zh', 'name': '普通话'}]"
40649,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15740,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13246,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
39451,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1361,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
48748,da,"[{'iso_639_1': 'da', 'name': 'Dansk'}]"
42323,hi,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'en', 'name': 'English'}]"
54430,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
23508,pt,"[{'iso_639_1': 'pt', 'name': 'Português'}]"
30914,pt,"[{'iso_639_1': 'pt', 'name': 'Português'}]"
56402,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
43209,th,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]"
45284,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
29670,fi,"[{'iso_639_1': 'fi', 'name': 'suomi'}]"
31654,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
46787,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
63578,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
22843,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
43947,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
60213,it,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]"
54293,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
117258,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
12536,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
46441,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
92332,en,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
20993,ru,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'uk', 'name': 'Український'}]"
58764,fi,"[{'iso_639_1': 'fi', 'name': 'suomi'}]"
27582,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
60290,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
60221,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]"
9706,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
22620,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
53358,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
47533,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
47931,pt,"[{'iso_639_1': 'pt', 'name': 'Português'}]"
15362,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]"
38322,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
103751,fi,[]
45715,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'el', 'name': 'ελληνικά'}]"
11406,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
16140,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
49018,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
20329,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
13190,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
60307,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10408,nl,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]"
83651,tr,"[{'iso_639_1': 'tr', 'name': 'Türkçe'}]"
31408,tr,"[{'iso_639_1': 'tr', 'name': 'Türkçe'}]"
31402,tr,"[{'iso_639_1': 'tr', 'name': 'Türkçe'}]"
46523,nl,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]"
29920,sv,"[{'iso_639_1': 'en', 'name': 'English'}]"
23521,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
41446,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
46195,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
10195,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
56780,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
48415,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
42709,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9511,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
51497,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
32654,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
46849,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
39410,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
1679,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
1865,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
45243,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]"
23116,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]"
3107,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
42506,ko,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]"
51170,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
76171,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
49444,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
49538,en,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
50507,en,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]"
55763,fi,[]
15766,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
55761,fi,[]
56272,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13378,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
35688,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
38356,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
18928,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
55754,fi,[]
61546,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
148314,fi,[]
55756,fi,"[{'iso_639_1': 'fi', 'name': 'suomi'}]"
55759,fi,"[{'iso_639_1': 'fi', 'name': 'suomi'}]"
73884,zh,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
51540,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
49013,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
45690,sv,"[{'iso_639_1': 'sv', 'name': 'svenska'}]"
96105,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
68029,hi,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
71982,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16900,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
12445,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1771,en,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'en', 'name': 'English'}]"
59115,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
58897,tr,"[{'iso_639_1': 'tr', 'name': 'Türkçe'}]"
59566,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
54540,en,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
28039,zh,"[{'iso_639_1': 'zh', 'name': '普通话'}]"
13931,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
41513,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
67636,en,[]
51765,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
12819,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
141055,en,[]
45839,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
51620,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
63943,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pa', 'name': 'ਪੰਜਾਬੀ'}]"
61791,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
56832,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
55779,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
55465,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
38774,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
29484,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
62385,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
56288,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
58151,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
21786,no,"[{'iso_639_1': 'no', 'name': 'Norsk'}]"
52015,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
20441,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
40016,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
73358,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
69798,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
72914,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
36236,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
76684,hi,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
38543,en,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'la', 'name': 'Latin'}]"
24428,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
60935,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'da', 'name': 'Dansk'}]"
75969,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
10005,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
52297,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
85766,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
72571,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
3966,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
58233,en,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
56122,en,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
27769,en,"[{'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'en', 'name': 'English'}]"
94336,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
80607,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
64328,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
50619,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
70590,hi,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'gu', 'name': ''}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'mr', 'name': ''}]"
15157,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
74135,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
25834,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
28118,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11625,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
9369,fr,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]"
9642,fr,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
65759,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
76163,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13396,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
46020,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
70160,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
49026,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
49040,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
58574,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
42450,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
30245,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zu', 'name': 'isiZulu'}]"
56292,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'sv', 'name': 'svenska'}]"
55301,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
24833,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
74523,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
62837,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
57353,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sr', 'name': 'Srpski'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}]"
52520,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
74997,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
71670,en,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
93164,bn,"[{'iso_639_1': 'bn', 'name': 'বাংলা'}]"
58704,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
57809,ru,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]"
85317,ru,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]"
50698,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
48492,zh,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'es', 'name': 'Español'}]"
65086,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
72545,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
53174,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
29564,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
74471,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
71676,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
52454,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]"
71672,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
77076,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
18705,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
38674,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
74387,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
64688,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
79221,pl,"[{'iso_639_1': 'pl', 'name': 'Polski'}]"
35435,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
44734,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
57165,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
26881,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10679,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
71552,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
94329,id,"[{'iso_639_1': 'id', 'name': 'Bahasa indonesia'}]"
28912,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
36228,en,[]
85052,hi,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
74534,en,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'en', 'name': 'English'}]"
86416,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
61410,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
67660,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15135,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13486,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
84177,en,"[{'iso_639_1': 'sv', 'name': 'svenska'}]"
61979,en,"[{'iso_639_1': 'es', 'name': 'Español'}]"
73517,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
14400,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sr', 'name': 'Srpski'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
41154,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
58595,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
27646,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
70981,en,"[{'iso_639_1': 'gd', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}]"
111440,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
61125,fi,"[{'iso_639_1': 'fi', 'name': 'suomi'}]"
85435,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
80321,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]"
65421,en,"[{'iso_639_1': 'xx', 'name': 'No Language'}]"
43337,en,"[{'iso_639_1': 'xx', 'name': 'No Language'}]"
39144,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
39145,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
22855,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
55215,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
116776,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
39100,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}]"
13313,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
39101,ja,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
13761,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
72105,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
77930,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
39103,ja,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
24752,ja,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
39104,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
34433,ja,"[{'iso_639_1': 'jv', 'name': ''}]"
1930,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
39105,ja,"[{'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
23823,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
57800,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
25913,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
59706,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
84165,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
44251,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
39106,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
39107,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
14863,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
56909,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
39108,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
39323,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
34125,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
16130,fr,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
80410,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
39324,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
68143,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
18443,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13676,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
37724,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
20106,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
36996,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
82650,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
14128,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
71668,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
83660,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
114150,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
85341,en,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]"
26505,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15895,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
28218,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
71679,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
85339,en,[]
20069,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
55723,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
84348,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
82675,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}, {'iso_639_1': 'ar', 'name': 'العربية'}]"
17165,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
10089,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
77269,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}]"
82507,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'br', 'name': ''}]"
76492,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16387,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
33390,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
33391,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
40709,ru,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]"
134371,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
40075,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
72391,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
105210,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'la', 'name': 'Latin'}]"
57089,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
80280,es,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ca', 'name': 'Català'}, {'iso_639_1': 'es', 'name': 'Español'}]"
117691,hi,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
99770,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
116167,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
82990,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
121823,zh,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
94348,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
61012,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
149763,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
164753,en,[]
82690,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1997-08-20,104.0,
74545,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
97430,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
35683,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
32694,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
19139,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
65851,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
78049,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
12594,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
123025,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
50620,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
85446,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
70584,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
19274,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
13679,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
94380,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
49522,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
125504,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
18741,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
93289,fr,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
25539,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
10044,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
18707,cn,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]"
10275,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
37030,en,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
37032,zh,"[{'iso_639_1': 'zh', 'name': '普通话'}]"
49051,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10620,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]"
117629,he,"[{'iso_639_1': 'he', 'name': 'עִבְרִית'}]"
37653,en,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
19099,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
