id,original_language,spoken_languages
5460,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
8357,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}]"
24674,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]"
12597,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
693,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11804,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
18627,en,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
34326,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
23832,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'la', 'name': 'Latin'}]"
11633,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
12127,sv,"[{'iso_639_1': 'sv', 'name': 'svenska'}]"
11626,sv,"[{'iso_639_1': 'sv', 'name': 'svenska'}]"
42390,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
27549,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
26581,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11637,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
12142,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
8968,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
661,de,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
561,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'tl', 'name': ''}]"
10214,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
3040,ru,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
44875,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
12721,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
27042,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
2926,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
258,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
8016,it,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
37601,es,"[{'iso_639_1': 'es', 'name': 'Español'}]"
4551,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
3115,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
6593,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
38148,en,[]
438,en,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
37988,fi,"[{'iso_639_1': 'fi', 'name': 'suomi'}]"
10040,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
38155,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
19545,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
187,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
47406,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
9674,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
16250,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10065,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13409,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11679,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
24444,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
46594,ru,"[{'iso_639_1': 'uk', 'name': 'Український'}]"
9463,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
1895,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
28423,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
953,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]"
12700,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9779,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'es', 'name': 'Español'}]"
18289,ja,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
272,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ur', 'name': 'اردو'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
15767,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
11451,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11683,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'es', 'name': 'Español'}]"
42488,sv,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sv', 'name': 'svenska'}]"
20914,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
39464,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
4889,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9738,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1826,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
1696,en,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]"
40254,ko,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]"
6519,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11453,en,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
11328,da,"[{'iso_639_1': 'da', 'name': 'Dansk'}]"
22965,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9564,fr,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
9335,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
17386,en,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]"
10753,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
11636,cn,"[{'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]"
7553,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
8923,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
647,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
11968,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
533,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
32237,ko,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]"
9763,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
15493,fi,"[{'iso_639_1': 'fi', 'name': 'suomi'}]"
38828,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1656,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]"
215,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10915,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
8274,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
26845,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
18994,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1951,da,"[{'iso_639_1': 'en', 'name': 'English'}]"
259,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
25,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'la', 'name': 'Latin'}]"
23220,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9885,en,"[{'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'en', 'name': 'English'}]"
9392,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
674,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
7010,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
3124,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
411,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
14695,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
43118,ru,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]"
21040,sv,"[{'iso_639_1': 'sv', 'name': 'svenska'}]"
36775,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}]"
9641,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9568,en,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]"
6935,en,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
20641,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
4550,ko,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]"
10045,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
168705,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
1690,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10982,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
834,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]"
39345,en,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
21519,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
39788,en,"[{'iso_639_1': 'pl', 'name': 'Polski'}]"
24580,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11246,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
52728,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
7295,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]"
7509,en,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
36768,fi,"[{'iso_639_1': 'fi', 'name': 'suomi'}]"
11183,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
11565,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11283,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
16452,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9286,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
12096,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
33061,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9975,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10053,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9682,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
18747,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
14609,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
950,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15590,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
18009,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
19286,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
19287,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
18011,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1379,fi,"[{'iso_639_1': 'fi', 'name': 'suomi'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
9792,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11573,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
46828,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
10292,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
3093,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
4257,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
588,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
8982,th,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]"
956,en,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
31506,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
42512,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
34019,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
591,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'es', 'name': 'Español'}]"
36668,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
920,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'yi', 'name': ''}]"
58,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}, {'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
2295,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10007,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
8997,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10947,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
27320,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9615,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
9513,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
10770,it,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
1452,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
36576,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
33005,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
32740,hi,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]"
54111,ko,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]"
1593,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]"
1948,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]"
9762,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15049,fr,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
58311,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]"
18672,cn,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
32761,de,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
5721,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
12094,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15997,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
7484,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10781,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1975,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
8975,en,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]"
10070,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
3683,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
5890,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
214,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
43071,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]"
14620,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13767,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
36557,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
9836,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15152,fr,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ar', 'name': 'العربية'}]"
14457,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]"
10032,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
22440,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
17604,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15077,en,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
1246,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
12795,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
14277,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
33583,it,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
1251,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
5393,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1931,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9992,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
8275,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11578,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
11972,it,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
36878,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
36877,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
13365,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
51863,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
50754,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
7516,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9966,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1248,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
14761,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9965,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13127,zh,"[{'iso_639_1': 'zh', 'name': '普通话'}]"
9958,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1250,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13185,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
26655,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11841,cn,"[{'iso_639_1': 'zh', 'name': '普通话'}]"
83980,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11945,sv,"[{'iso_639_1': 'sv', 'name': 'svenska'}]"
5691,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]"
10845,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
15582,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11330,da,"[{'iso_639_1': 'da', 'name': 'Dansk'}]"
10942,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
7006,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
8965,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
14624,en,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]"
1271,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9793,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
20527,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
10172,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
10294,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1987,de,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
1268,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
14636,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
559,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
20553,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
14240,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
2269,ru,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]"
11798,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1562,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
810,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
285,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
14208,en,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]"
14207,en,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'mn', 'name': ''}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'en', 'name': 'English'}]"
24200,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
298,en,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
39465,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
12561,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
36679,ja,"[{'iso_639_1': 'ja', 'name': '日本語'}]"
1691,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
22049,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
9408,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1979,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
1991,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
11211,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
9815,en,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]"
12695,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1571,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
2698,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1858,en,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]"
675,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
13491,sv,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sv', 'name': 'svenska'}]"
2503,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'es', 'name': 'Español'}]"
34588,pt,"[{'iso_639_1': 'pt', 'name': 'Português'}]"
2701,en,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]"
17350,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
5174,en,"[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
14144,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
2082,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
1845,en,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
45211,it,"[{'iso_639_1': 'it', 'name': 'Italiano'}]"
2335,fr,"[{'iso_639_1': 'fr', 'name': 'Français'}]"
1992,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
14348,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
7737,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
4517,en,"[{'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
4520,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
4513,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
17202,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
663,en,"[{'iso_639_1': 'en', 'name': 'English'}]"
